n,long_rd,lat_rd,row,name,city,country,IATA,ICAO,lat,long,altitude,timezone,DST,tz,type,source
1,7.6496,45.2008,1526,Turin Airport,Torino,Italy,TRN,LIMF,45.200802,7.64963,989,1,E,Europe/Rome,airport,OurAirports
1,8.5431,50.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8.5492,47.4647,1678,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416,1,E,Europe/Zurich,airport,OurAirports
1,8.7281,45.6306,1524,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.6306,8.72811,768,1,E,Europe/Rome,airport,OurAirports
1,8.7867,53.0475,353,Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,1,E,Europe/Berlin,airport,OurAirports
1,8.8375,44.4133,1528,Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,LIMJ,44.4133,8.8375,13,1,E,Europe/Rome,airport,OurAirports
1,9.1518,55.7403,608,Billund Airport,Billund,Denmark,BLL,EKBI,55.7402992249,9.15178012848,247,1,E,Europe/Copenhagen,airport,OurAirports
1,9.222,48.6899,350,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.689899444599995,9.22196006775,1276,1,E,Europe/Berlin,airport,OurAirports
1,9.2767,45.4451,1529,Milano Linate Airport,Milan,Italy,LIN,LIML,45.445099,9.27674,353,1,E,Europe/Rome,airport,OurAirports
1,9.6851,52.4611,352,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.685079574580001,183,1,E,Europe/Berlin,airport,OurAirports
1,9.7195,4.0061,897,Douala International Airport,Douala,Cameroon,DLA,FKKD,4.0060801506,9.719479560849999,33,1,N,Africa/Douala,airport,OurAirports
1,9.8492,57.0928,628,Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.0927589138,9.84924316406,10,1,E,Europe/Copenhagen,airport,OurAirports
1,9.9882,53.6304,342,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,53,1,E,Europe/Berlin,airport,OurAirports
1,10.2272,36.851,287,Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100173950195,10.22719955444336,22,1,E,Africa/Tunis,airport,OurAirports
1,10.2586,59.1867,664,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,59.1866989136,10.258600235,286,1,E,Europe/Oslo,airport,OurAirports
1,10.3927,43.6839,1562,Pisa International Airport,Pisa,Italy,PSA,LIRP,43.683899,10.3927,6,1,E,Europe/Rome,airport,OurAirports
1,10.8885,45.3957,1550,Verona Villafranca Airport,Villafranca,Italy,VRN,LIPX,45.395699,10.8885,239,1,E,Europe/Rome,airport,OurAirports
1,11.0669,49.4987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11.1004,60.1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11.2051,43.81,1563,Peretola Airport,Florence,Italy,FLR,LIRQ,43.810001,11.2051,142,1,E,Europe/Rome,airport,OurAirports
1,11.2887,44.5354,1538,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.5354,11.2887,123,1,E,Europe/Rome,airport,OurAirports
1,11.344,47.2602,1610,Innsbruck Airport,Innsbruck,Austria,INN,LOWI,47.260201,11.344,1907,1,E,Europe/Vienna,airport,OurAirports
1,11.5533,3.7226,4161,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI,FKYS,3.722559928894043,11.553299903869629,2278,1,N,Africa/Douala,airport,OurAirports
1,11.7861,48.3538,346,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,1,E,Europe/Berlin,airport,OurAirports
1,12.2416,51.4324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12.2508,41.8045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12.2798,57.6628,687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.662799835205,12.279800415039,506,1,E,Europe/Stockholm,airport,OurAirports
1,12.3519,45.5053,1551,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7,1,E,Europe/Rome,airport,OurAirports
1,12.656,55.6179,609,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.617900848389,12.656000137329,17,1,E,Europe/Copenhagen,airport,OurAirports
1,13.0043,47.7933,1612,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.793300628699996,13.0043001175,1411,1,E,Europe/Vienna,airport,OurAirports
1,13.091,38.176,1512,Falcone–Borsellino Airport,Palermo,Italy,PMO,LICJ,38.175999,13.091,65,1,E,Europe/Rome,airport,OurAirports
1,13.2312,-8.8584,951,Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,-8.85837,13.2312,243,1,N,Africa/Luanda,airport,OurAirports
1,13.2877,52.5597,351,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,1,E,Europe/Berlin,airport,OurAirports
1,13.4722,45.8275,1545,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,LIPQ,45.827499,13.4722,39,1,E,Europe/Rome,airport,OurAirports
1,13.5225,52.38,337,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1,E,Europe/Berlin,airport,OurAirports
1,13.7672,51.1328,338,Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970703,755,1,E,Europe/Berlin,airport,OurAirports
1,14.26,50.1008,1587,Václav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.1008,14.26,1247,1,E,Europe/Prague,airport,OurAirports
2,14.2908,40.886,1561,Naples International Airport,Naples,Italy,NAP,LIRN,40.886002,14.2908,294,1,E,Europe/Rome,airport,OurAirports
1,14.4576,46.2237,1569,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,LJLJ,46.223701,14.4576,1273,1,E,Europe/Ljubljana,airport,OurAirports
1,14.4775,35.8575,1606,Malta International Airport,Malta,Malta,MLA,LMML,35.857498,14.4775,300,1,E,Europe/Malta,airport,OurAirports
1,15.0664,37.4668,1509,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.466801,15.0664,39,1,E,Europe/Rome,airport,OurAirports
1,15.4396,46.9911,1609,Graz Airport,Graz,Austria,GRZ,LOWG,46.9911003112793,15.439599990844727,1115,1,E,Europe/Vienna,airport,OurAirports
1,15.4446,-4.3858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16.0688,45.7429,1208,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.7429008484,16.0687999725,353,1,E,Europe/Zagreb,airport,OurAirports
1,16.2423,38.9054,1508,Lamezia Terme Airport,Lamezia,Italy,SUF,LICA,38.905399,16.2423,39,1,E,Europe/Rome,airport,OurAirports
1,16.298,43.5389,1206,Split Airport,Split,Croatia,SPU,LDSP,43.53889846801758,16.29800033569336,79,1,E,Europe/Zagreb,airport,OurAirports
1,16.5697,48.1103,1613,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.110298156738,16.569700241089,600,1,E,Europe/Vienna,airport,OurAirports
1,16.6781,68.4913,641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,ENEV,68.491302490234,16.678100585938,84,1,E,Europe/Oslo,airport,OurAirports
1,16.7606,41.1389,1501,Bari Karol Wojtyła Airport,Bari,Italy,BRI,LIBD,41.138901,16.760599,177,1,E,Europe/Rome,airport,OurAirports
1,16.8263,52.421,674,Poznań-Ławica Airport,Poznan,Poland,POZ,EPPO,52.421001434299995,16.8262996674,308,1,E,Europe/Warsaw,airport,OurAirports
1,16.8858,51.1027,680,Copernicus Wrocław Airport,Wroclaw,Poland,WRO,EPWR,51.1026992798,16.885799408,404,1,E,Europe/Warsaw,airport,OurAirports
1,17.4709,-22.4799,4105,Hosea Kutako International Airport,Windhoek,Namibia,WDH,FYWH,-22.4799,17.4709,5640,1,S,Africa/Windhoek,airport,OurAirports
1,17.9186,59.6519,737,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.651901245117,17.918600082397,137,1,E,Europe/Stockholm,airport,OurAirports
1,17.9417,59.3544,738,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.354400634765625,17.941699981689453,47,1,E,Europe/Stockholm,airport,OurAirports
1,18.2682,42.5614,1200,Dubrovnik Airport,Dubrovnik,Croatia,DBV,LDDU,42.5614013671875,18.268199920654297,527,1,E,Europe/Zagreb,airport,OurAirports
1,18.3315,43.8246,1646,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.82460021972656,18.331499099731445,1708,1,E,Europe/Sarajevo,airport,OurAirports
1,18.4662,54.3776,668,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.377601623535156,18.46619987487793,489,1,E,Europe/Warsaw,airport,OurAirports
1,18.6017,-33.9648,797,Cape Town International Airport,Cape Town,South Africa,CPT,FACT,-33.9648017883,18.6016998291,151,2,U,Africa/Johannesburg,airport,OurAirports
1,19.08,50.4743,671,Katowice International Airport,Katowice,Poland,KTW,EPKT,50.4743,19.08,995,1,E,Europe/Warsaw,airport,OurAirports
1,19.2519,42.3594,1741,Podgorica Airport,Podgorica,Montenegro,TGD,LYPG,42.359402,19.2519,141,1,E,Europe/Podgorica,airport,OurAirports
1,19.2556,47.4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19.7206,41.4147,1190,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126,1,E,Europe/Tirane,airport,OurAirports
1,19.7848,50.0777,669,Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw,airport,OurAirports
1,20.2828,63.7918,728,Umeå Airport,Umea,Sweden,UME,ESNU,63.791801452637,20.282800674438,24,1,E,Europe/Stockholm,airport,OurAirports
1,20.3091,44.8184,1739,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.8184013367,20.3090991974,335,1,E,Europe/Belgrade,airport,OurAirports
1,20.9671,52.1657,679,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.1656990051,20.967100143399996,362,1,E,Europe/Warsaw,airport,OurAirports
1,21.0358,42.5728,1742,Priština International Airport,Pristina,Serbia,PRN,BKPR,42.5728,21.035801,1789,1,E,Europe/Belgrade,airport,OurAirports
1,21.3379,45.8099,1663,Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,LRTR,45.809898376464844,21.337900161743164,348,2,E,Europe/Bucharest,airport,OurAirports
1,21.6214,41.9616,1737,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401,781,1,E,Europe/Skopje,airport,OurAirports
1,22.019,50.11,675,Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,EPRZ,50.1100006104,22.0189990997,675,1,E,Europe/Warsaw,airport,OurAirports
1,22.9709,40.5197,1486,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.51969909667969,22.97089958190918,22,2,E,Europe/Athens,airport,OurAirports
2,23.4114,42.6967,1194,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.696693420410156,23.411436080932617,1742,2,E,Europe/Sofia,airport,OurAirports
1,23.6862,46.7852,1652,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,LRCL,46.78519821166992,23.686199188232422,1036,2,E,Europe/Bucharest,airport,OurAirports
1,23.9445,37.9364,3941,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.9364013672,23.9444999695,308,2,E,Europe/Athens,airport,OurAirports
1,23.9561,49.8125,2945,Lviv International Airport,Lvov,Ukraine,LWO,UKLL,49.8125,23.956100463867188,1071,2,E,Europe/Kiev,airport,OurAirports
1,23.9711,56.9236,3953,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92359924316406,23.971099853515625,36,2,E,Europe/Riga,airport,OurAirports
1,24.8328,59.4133,415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956049999,24.832799911499997,131,2,E,Europe/Tallinn,airport,OurAirports
1,24.9633,60.3172,421,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956,179,2,E,Europe/Helsinki,airport,OurAirports
1,25.1803,35.3397,1452,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.3396987915,25.180299758900002,115,2,E,Europe/Athens,airport,OurAirports
1,25.2858,54.6341,3959,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.634102,25.285801,648,2,E,Europe/Vilnius,airport,OurAirports
1,25.3481,37.4351,1468,Mikonos Airport,Mykonos,Greece,JMK,LGMK,37.43510055541992,25.348100662231445,405,2,E,Europe/Athens,airport,OurAirports
1,25.4793,36.3992,1479,Santorini Airport,Thira,Greece,JTR,LGSR,36.399200439453125,25.479299545288086,127,2,E,Europe/Athens,airport,OurAirports
1,25.9182,-24.5552,881,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,3299,2,U,Africa/Gaborone,airport,OurAirports
1,26.1022,44.5722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27.157,38.2924,1706,Adnan Menderes International Airport,Izmir,Turkey,ADB,LTBJ,38.2924003601,27.156999588,412,3,E,Europe/Istanbul,airport,OurAirports
1,28.0307,53.8825,2954,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.882499694824,28.030700683594,670,3,E,Europe/Minsk,airport,OurAirports
1,28.0862,36.4054,1472,Diagoras Airport,Rhodos,Greece,RHO,LGRP,36.405399322509766,28.086200714111328,17,2,E,Europe/Athens,airport,OurAirports
1,28.246,-26.1392,813,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558,2,U,Africa/Johannesburg,airport,OurAirports
1,28.4526,-15.3308,907,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN,FLLS,-15.3308000565,28.4526004791,3779,2,U,Africa/Lusaka,airport,OurAirports
2,28.8146,40.9769,1701,Atatürk International Airport,Istanbul,Turkey,ISL,LTBA,40.976898,28.8146,163,3,E,Europe/Istanbul,airport,OurAirports
1,28.931,46.9277,1735,Chişinău International Airport,Chisinau,Moldova,KIV,LUKK,46.92770004272461,28.930999755859375,399,2,E,Europe/Chisinau,airport,OurAirports
1,29.3092,40.8986,4317,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.898601532,29.3092002869,312,3,E,Europe/Istanbul,airport,OurAirports
1,29.6964,30.9177,3410,Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,30.917699813842773,29.696399688720703,177,2,U,Africa/Cairo,airport,OurAirports
1,30.1395,-1.9686,1165,Kigali International Airport,Kigali,Rwanda,KGL,HRYR,-1.96863,30.1395,4859,2,U,Africa/Kigali,airport,OurAirports
1,30.2625,59.8003,2948,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.80030059814453,30.262500762939453,78,3,N,Europe/Moscow,airport,OurAirports
1,30.4497,50.4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,30.6765,46.4268,2947,Odessa International Airport,Odessa,Ukraine,ODS,UKOO,46.42679977416992,30.67650032043457,172,2,E,Europe/Kiev,airport,OurAirports
1,30.8005,36.8987,1688,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.898701,30.800501,177,3,E,Europe/Istanbul,airport,OurAirports
1,30.8947,50.345,2939,Boryspil International Airport,Kiev,Ukraine,KBP,UKBB,50.345001220703125,30.894699096679688,427,2,E,Europe/Kiev,airport,OurAirports
1,31.0928,-17.9318,1005,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,HRE,FVHA,-17.931801,31.0928,4887,2,U,Africa/Harare,airport,OurAirports
1,31.1197,-29.6144,799,King Shaka International Airport,Durban,South Africa,DUR,FALE,-29.6144444444,31.1197222222,295,2,U,Africa/Johannesburg,airport,OurAirports
1,31.4056,30.1219,1128,Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190055847168,31.40559959411621,382,2,U,Africa/Cairo,airport,OurAirports
1,32.4435,0.0424,1187,Entebbe International Airport,Entebbe,Uganda,EBB,HUEN,0.042386,32.443501,3782,3,U,Africa/Kampala,airport,OurAirports
1,32.5532,15.5895,1175,Khartoum International Airport,Khartoum,Sudan,KRT,HSSS,15.589500427246094,32.553199768066406,1265,3,U,Africa/Khartoum,airport,OurAirports
1,32.9951,40.1281,1682,Esenboğa International Airport,Ankara,Turkey,ESB,LTAC,40.128101348899996,32.995098114,3125,3,E,Europe/Istanbul,airport,OurAirports
1,33.6249,34.8751,1197,Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.875099182128906,33.624900817871094,8,2,E,Asia/Nicosia,airport,OurAirports
1,34.8867,32.0114,1590,Ben Gurion International Airport,Tel-aviv,Israel,TLV,LLBG,32.01139831542969,34.88669967651367,135,2,E,Asia/Jerusalem,airport,OurAirports
1,35.1006,48.3572,2941,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.357200622558594,35.10060119628906,481,2,E,Europe/Kiev,airport,OurAirports
1,35.4884,33.8209,2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.820899963378906,35.488399505615234,87,2,E,Asia/Beirut,airport,OurAirports
1,35.9932,31.7226,2170,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948,2395,2,E,Asia/Amman,airport,OurAirports
1,36.9278,-1.3192,4059,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.31923997402,36.9277992249,5330,3,N,Africa/Nairobi,airport,OurAirports
1,37.0745,-3.4294,1180,Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,-3.42940998077,37.0745010376,2932,3,U,Africa/Dar_es_Salaam,airport,OurAirports
1,37.2615,55.5915,2988,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.5914993286,37.2615013123,685,3,N,Europe/Moscow,airport,OurAirports
1,37.4146,55.9726,2985,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622,3,N,Europe/Moscow,airport,OurAirports
1,37.9063,55.4088,4029,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879821777344,37.90629959106445,588,3,N,Europe/Moscow,airport,OurAirports
1,38.7993,8.9779,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.799301147499996,7630,3,U,Africa/Addis_Ababa,airport,OurAirports
1,38.9107,15.2919,3967,Asmara International Airport,Asmara,Eritrea,ASM,HHAS,15.291899681091309,38.910701751708984,7661,3,U,Africa/Asmera,airport,OurAirports
1,39.1565,21.6796,2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3,U,Asia/Riyadh,airport,OurAirports
1,39.1705,45.0347,2960,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.034698486328,39.170501708984,118,3,N,Europe/Moscow,airport,OurAirports
1,39.2026,-6.8781,1177,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,HTDA,-6.87811,39.202599,182,3,U,Africa/Dar_es_Salaam,airport,OurAirports
1,39.7051,24.5534,2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151,3,U,Asia/Riyadh,airport,OurAirports
1,39.9566,43.4499,2965,Sochi International Airport,Sochi,Russia,AER,URSS,43.449902,39.9566,89,3,N,Europe/Moscow,airport,OurAirports
1,41.5997,41.6103,3971,Batumi International Airport,Batumi,Georgia,BUS,UGSB,41.6102981567,41.5997009277,105,4,N,Asia/Tbilisi,airport,OurAirports
1,43.6366,43.5129,6123,Nalchik Airport,Nalchik,Russia,NAL,URMN,43.512901306152344,43.636600494384766,1461,3,N,Europe/Moscow,airport,OurAirports
1,43.9632,36.2376,3989,Erbil International Airport,Erbil,Iraq,EBL,ORER,36.23759841918945,43.963199615478516,1341,3,U,Asia/Baghdad,airport,OurAirports
1,44.2197,15.4763,3980,Sana'a International Airport,Sanaa,Yemen,SAH,OYSN,15.476300239562988,44.21969985961914,7216,3,U,Asia/Aden,airport,OurAirports
1,44.2346,33.2625,4130,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.262500762900004,44.2346000671,114,3,U,Asia/Baghdad,airport,OurAirports
1,44.3959,40.1473,3964,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.1473007202,44.3959007263,2838,4,E,Asia/Yerevan,airport,OurAirports
1,44.4043,31.9899,7490,Al Najaf International Airport,Najaf,Iraq,NJF,ORNI,31.989853,44.404317,103,3,U,Asia/Baghdad,airport,OurAirports
1,44.9547,41.6692,3973,Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB,41.6692008972,44.95470047,1624,4,N,Asia/Tbilisi,airport,OurAirports
1,46.6988,24.9576,2082,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892578,46.69879913330078,2049,3,U,Asia/Riyadh,airport,OurAirports
1,47.4788,-18.7969,918,Ivato Airport,Antananarivo,Madagascar,TNR,FMMI,-18.7969,47.478802,4198,3,U,Indian/Antananarivo,airport,OurAirports
1,47.9689,29.2266,2176,Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.226600646972656,47.96889877319336,206,3,U,Asia/Kuwait,airport,OurAirports
1,49.7979,26.4712,2064,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72,3,U,Asia/Riyadh,airport,OurAirports
1,50.0467,40.4675,2922,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.467498779296875,50.04669952392578,10,4,E,Asia/Baku,airport,OurAirports
1,50.6336,26.2708,2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,3,U,Asia/Bahrain,airport,OurAirports
1,51.1522,35.4161,4330,Imam Khomeini International Airport,Tehran,Iran,IKA,OIIE,35.416099548339844,51.152198791503906,3305,3.5,E,Asia/Tehran,airport,OurAirports
1,51.5651,25.2611,2241,Doha International Airport,Doha,Qatar,DIA,OTBD,25.261101,51.565102,35,3,U,Asia/Qatar,airport,OurAirports
1,54.6511,24.433,2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433000564575195,54.651100158691406,88,4,U,Asia/Dubai,airport,OurAirports
1,55.1614,24.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,55.3644,25.2528,2188,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.2527999878,55.3643989563,62,4,U,Asia/Dubai,airport,OurAirports
1,55.5218,-4.6743,994,Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,-4.67434,55.521801,10,4,U,Indian/Mahe,airport,OurAirports
1,57.6836,-20.4302,893,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,-20.430201,57.683601,186,4,N,Indian/Mauritius,airport,OurAirports
1,58.2844,23.5933,2194,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.593299865722656,58.284400939941406,48,4,U,Asia/Muscat,airport,OurAirports
1,60.8027,56.7431,2975,Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.743099212646,60.802700042725,764,5,N,Asia/Yekaterinburg,airport,OurAirports
1,67.1608,24.9065,2206,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,N,Asia/Karachi,airport,OurAirports
1,69.2123,34.5659,2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,4.5,U,Asia/Kabul,airport,OurAirports
1,69.2812,41.2579,2983,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.257900238,69.2811965942,1417,5,U,Asia/Samarkand,airport,OurAirports
1,72.6347,23.0772,2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.0771999359,72.63469696039999,189,5.5,N,Asia/Calcutta,airport,OurAirports
1,72.8679,19.0887,2997,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.0886993408,72.8678970337,39,5.5,N,Asia/Calcutta,airport,OurAirports
1,73.0992,33.6167,2223,Benazir Bhutto International Airport,Islamabad,Pakistan,NA,OPRN,33.616699,73.099197,1668,5,N,Asia/Karachi,airport,OurAirports
1,73.2263,22.3362,3001,Vadodara Airport,Baroda,India,BDQ,VABO,22.336201,73.226303,129,5.5,N,Asia/Calcutta,airport,OurAirports
1,73.5291,4.1918,3156,Malé International Airport,Male,Maldives,MLE,VRMM,4.191830158233643,73.52909851074219,6,5,U,Indian/Maldives,airport,OurAirports
1,73.8314,15.3808,3007,Dabolim Airport,Goa,India,GOI,VAGO,15.3808002472,73.8313980103,150,5.5,N,Asia/Calcutta,airport,OurAirports
1,73.9197,18.5821,3017,Pune Airport,Pune,India,PNQ,VAPO,18.58209991455078,73.9197006225586,1942,5.5,N,Asia/Calcutta,airport,OurAirports
1,74.4036,31.5216,2207,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.5216007232666,74.40360260009766,712,5,N,Asia/Karachi,airport,OurAirports
1,74.4776,43.0613,2912,Manas International Airport,Bishkek,Kyrgyzstan,FRU,UAFM,43.0612983704,74.4776000977,2058,6,U,Asia/Bishkek,airport,OurAirports
1,74.7973,31.7096,3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.7096004486,74.7973022461,756,5.5,N,Asia/Calcutta,airport,OurAirports
1,75.8122,26.8242,3098,Jaipur International Airport,Jaipur,India,JAI,VIJP,26.8242,75.812202,1263,5.5,N,Asia/Calcutta,airport,OurAirports
1,75.9553,11.1368,3137,Calicut International Airport,Calicut,India,CCJ,VOCL,11.1367998123,75.95529937740001,342,5.5,N,Asia/Calcutta,airport,OurAirports
1,76.4019,10.152,3136,Cochin International Airport,Kochi,India,COK,VOCI,10.152,76.401901,30,5.5,N,Asia/Calcutta,airport,OurAirports
1,76.9201,8.4821,3153,Trivandrum International Airport,Trivandrum,India,TRV,VOTV,8.48211956024,76.9200973511,15,5.5,N,Asia/Calcutta,airport,OurAirports
1,77.0405,43.3521,2908,Almaty Airport,Alma-ata,Kazakhstan,ALA,UAAA,43.35210037231445,77.040496826171875,2234,6,U,Asia/Qyzylorda,airport,OurAirports
1,77.0434,11.03,3135,Coimbatore International Airport,Coimbatore,India,CJB,VOCB,11.029999733,77.0434036255,1324,5.5,N,Asia/Calcutta,airport,OurAirports
1,77.1031,28.5665,3093,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777,5.5,N,Asia/Calcutta,airport,OurAirports
1,77.7063,13.1979,3131,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports
1,78.4299,17.2313,12087,Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS,17.2313175201,78.4298553467,2024,5.5,N,NA,airport,OurAirports
1,79.8841,7.1808,3024,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759906768799,79.88410186767578,30,5.5,U,Asia/Colombo,airport,OurAirports
